File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF566ZPY	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR999QVR	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										POLR2A-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF657NRR/	498059	ENCODE Processing Pipeline	f494c1541c8356046dc3f4048ab42a5a		https://www.encodeproject.org/files/ENCFF566ZPY/@@download/ENCFF566ZPY.bigBed				released	s3://encode-public/2020/11/30/be914759-117c-4583-b5a1-3abae064bd6e/ENCFF566ZPY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/30/be914759-117c-4583-b5a1-3abae064bd6e/ENCFF566ZPY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF301BDF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR186NVR	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										CTCF-human	DNA						2017-06-23	ENCODE			450-650	1	1_1							/files/ENCFF109EAI/, /files/ENCFF670YZH/, /files/ENCFF356LFX/	597460	ENCODE Processing Pipeline	32c7ce169db907392744d5ac3f20d6e0		https://www.encodeproject.org/files/ENCFF301BDF/@@download/ENCFF301BDF.bed.gz				released	s3://encode-public/2020/09/01/3b1b671f-ed73-42c0-8e07-f35f051d8159/ENCFF301BDF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/3b1b671f-ed73-42c0-8e07-f35f051d8159/ENCFF301BDF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF918KPI	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR186NVR	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										CTCF-human	DNA						2017-06-23	ENCODE			450-650	1	1_1							/files/ENCFF301BDF/	1079243	ENCODE Processing Pipeline	da4f8d3ae9ad6ed8091695bea62bd10d		https://www.encodeproject.org/files/ENCFF918KPI/@@download/ENCFF918KPI.bigBed				released	s3://encode-public/2020/09/01/c5bffd53-94cd-4caf-8737-03ccf389e936/ENCFF918KPI.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/c5bffd53-94cd-4caf-8737-03ccf389e936/ENCFF918KPI.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF645YCX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR266CJT	TF ChIP-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF919PRQ/, /files/ENCFF772XIK/, /files/ENCFF356LFX/	334918	ENCODE Processing Pipeline	0537d65c5aba310bd447f009db36b5a4		https://www.encodeproject.org/files/ENCFF645YCX/@@download/ENCFF645YCX.bed.gz				released	s3://encode-public/2021/04/12/5770193d-ebde-441b-80bf-ac38c22bff44/ENCFF645YCX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/5770193d-ebde-441b-80bf-ac38c22bff44/ENCFF645YCX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF825QXK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR266CJT	TF ChIP-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF645YCX/	606119	ENCODE Processing Pipeline	6d4577806a7e9ee8bb2baf7eb5e54cff		https://www.encodeproject.org/files/ENCFF825QXK/@@download/ENCFF825QXK.bigBed				released	s3://encode-public/2021/04/12/ac38b513-9b53-4e75-9174-528c26deb6b7/ENCFF825QXK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/ac38b513-9b53-4e75-9174-528c26deb6b7/ENCFF825QXK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF711KWX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR195POA	TF ChIP-seq	/human-donors/ENCDO520EJG/	UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF399YFW/, /files/ENCFF817DTZ/, /files/ENCFF356LFX/	636072	ENCODE Processing Pipeline	63042ec0966b746a4bd2672254822843		https://www.encodeproject.org/files/ENCFF711KWX/@@download/ENCFF711KWX.bed.gz				released	s3://encode-public/2020/07/09/e85b0dd4-860c-4650-b7c4-8e4901e13ecb/ENCFF711KWX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/e85b0dd4-860c-4650-b7c4-8e4901e13ecb/ENCFF711KWX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption		
ENCFF906NCV	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR195POA	TF ChIP-seq	/human-donors/ENCDO520EJG/	UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF711KWX/	1092034	ENCODE Processing Pipeline	f34b374550d6b5aee4b1c0680213aada		https://www.encodeproject.org/files/ENCFF906NCV/@@download/ENCFF906NCV.bigBed				released	s3://encode-public/2020/07/09/5d808e7f-2edf-48d3-8a36-9ae6811056d6/ENCFF906NCV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/5d808e7f-2edf-48d3-8a36-9ae6811056d6/ENCFF906NCV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption		
ENCFF941QXT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR073TPC	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF955MBV/, /files/ENCFF428IRG/, /files/ENCFF356LFX/	666108	ENCODE Processing Pipeline	2073ac045bb11fecba31cfe66399ff5d		https://www.encodeproject.org/files/ENCFF941QXT/@@download/ENCFF941QXT.bed.gz				released	s3://encode-public/2020/09/24/d194aa4b-ac25-42dc-96c5-7fe3ee654300/ENCFF941QXT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/d194aa4b-ac25-42dc-96c5-7fe3ee654300/ENCFF941QXT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF534UGM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR073TPC	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF941QXT/	1158327	ENCODE Processing Pipeline	3f99920c699fcae598fa0bd434c7e15c		https://www.encodeproject.org/files/ENCFF534UGM/@@download/ENCFF534UGM.bigBed				released	s3://encode-public/2020/09/24/bcd1175b-0fdc-487c-8c69-a7afca7feaaa/ENCFF534UGM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/bcd1175b-0fdc-487c-8c69-a7afca7feaaa/ENCFF534UGM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF141KSG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR724YTA	TF ChIP-seq	/human-donors/ENCDO203ASI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF042MPH/, /files/ENCFF439GOT/, /files/ENCFF356LFX/	851951	ENCODE Processing Pipeline	5c7ac5da986d1aa1a462f7b141bddfde		https://www.encodeproject.org/files/ENCFF141KSG/@@download/ENCFF141KSG.bed.gz				released	s3://encode-public/2021/04/12/4288b5ce-74d4-4661-98ac-83fcbcd0f00c/ENCFF141KSG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/4288b5ce-74d4-4661-98ac-83fcbcd0f00c/ENCFF141KSG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF327VLN	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR724YTA	TF ChIP-seq	/human-donors/ENCDO203ASI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF141KSG/	1689008	ENCODE Processing Pipeline	6d6e6fd1db154115e5af11570ac7674d		https://www.encodeproject.org/files/ENCFF327VLN/@@download/ENCFF327VLN.bigBed				released	s3://encode-public/2021/04/12/cd33d549-c364-473a-a8a8-77aaba2103e8/ENCFF327VLN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/cd33d549-c364-473a-a8a8-77aaba2103e8/ENCFF327VLN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF549WAF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR466TNQ	TF ChIP-seq	/human-donors/ENCDO186XRB/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2021-06-24	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF855HBE/, /files/ENCFF858KWR/	402715	ENCODE Processing Pipeline	dcb09ad32f5b516c8b8661391e358312		https://www.encodeproject.org/files/ENCFF549WAF/@@download/ENCFF549WAF.bed.gz				released	s3://encode-public/2021/06/23/bbd536df-b6d1-4e73-8b59-2707f0e09d91/ENCFF549WAF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/bbd536df-b6d1-4e73-8b59-2707f0e09d91/ENCFF549WAF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF139JDN	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR466TNQ	TF ChIP-seq	/human-donors/ENCDO186XRB/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2021-06-24	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF549WAF/	742507	ENCODE Processing Pipeline	4ec90e76e98fa023a909fd1650a37a73		https://www.encodeproject.org/files/ENCFF139JDN/@@download/ENCFF139JDN.bigBed				released	s3://encode-public/2021/06/23/ce9e2c06-0c45-44b7-a564-9a3211ee54e4/ENCFF139JDN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/ce9e2c06-0c45-44b7-a564-9a3211ee54e4/ENCFF139JDN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF947QGB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR877OYD	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										POLR2A-human	DNA						2017-01-30	ENCODE			450-650	1	1_1							/files/ENCFF254MJA/	301920	ENCODE Processing Pipeline	28a844b60b6fecc6792a83c01b4be7e0		https://www.encodeproject.org/files/ENCFF947QGB/@@download/ENCFF947QGB.bigBed				released	s3://encode-public/2020/12/01/a7636da9-ff3d-48bd-ae2e-5a00f369b2c6/ENCFF947QGB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/a7636da9-ff3d-48bd-ae2e-5a00f369b2c6/ENCFF947QGB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF254MJA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR877OYD	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										POLR2A-human	DNA						2017-01-30	ENCODE			450-650	1	1_1							/files/ENCFF235TMH/, /files/ENCFF356LFX/, /files/ENCFF814BKT/	133211	ENCODE Processing Pipeline	0943d942a7e0b1bb9b8712d95a3f5e10		https://www.encodeproject.org/files/ENCFF254MJA/@@download/ENCFF254MJA.bed.gz				released	s3://encode-public/2020/12/01/44409885-f5d5-4360-8e7d-203f9d44a58d/ENCFF254MJA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/44409885-f5d5-4360-8e7d-203f9d44a58d/ENCFF254MJA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF872EBX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR156UQO	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-20	ENCODE			450-650	1	1_1							/files/ENCFF887LJV/, /files/ENCFF356LFX/, /files/ENCFF787LCD/	260443	ENCODE Processing Pipeline	13c7e9eb590996fd9dad5a6fe9ba316a		https://www.encodeproject.org/files/ENCFF872EBX/@@download/ENCFF872EBX.bed.gz				released	s3://encode-public/2020/11/28/98befccd-6369-4598-b4a1-55468285467b/ENCFF872EBX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/98befccd-6369-4598-b4a1-55468285467b/ENCFF872EBX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF297FPP	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR156UQO	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-20	ENCODE			450-650	1	1_1							/files/ENCFF872EBX/	504608	ENCODE Processing Pipeline	3a2842cec1db4629ef342989b6b11c3e		https://www.encodeproject.org/files/ENCFF297FPP/@@download/ENCFF297FPP.bigBed				released	s3://encode-public/2020/11/28/2d5a964e-d03f-4fec-9ef8-d0f8b34d7de5/ENCFF297FPP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/2d5a964e-d03f-4fec-9ef8-d0f8b34d7de5/ENCFF297FPP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF786YIA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR970UZD	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2016-12-08	ENCODE			450-650	1	1_1							/files/ENCFF356LFX/, /files/ENCFF827ULG/, /files/ENCFF455LAN/	481785	ENCODE Processing Pipeline	89274665828767edce8138fee7dbd400		https://www.encodeproject.org/files/ENCFF786YIA/@@download/ENCFF786YIA.bed.gz				released	s3://encode-public/2020/08/13/12866b03-3de4-4104-acc2-9124105adb3c/ENCFF786YIA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/12866b03-3de4-4104-acc2-9124105adb3c/ENCFF786YIA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF645BXH	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR970UZD	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2016-12-08	ENCODE			450-650	1	1_1							/files/ENCFF786YIA/	840912	ENCODE Processing Pipeline	f9e24dd86c274ee50639ab4dea3edb44		https://www.encodeproject.org/files/ENCFF645BXH/@@download/ENCFF645BXH.bigBed				released	s3://encode-public/2020/08/13/d03337ec-89e8-416b-b626-a840d60e8fd4/ENCFF645BXH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/d03337ec-89e8-416b-b626-a840d60e8fd4/ENCFF645BXH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF558UJR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR122LGV	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0002367	prostate gland	tissue	Homo sapiens										POLR2A-human	DNA						2017-04-04	ENCODE			450-650	1	1_1							/files/ENCFF091YLG/, /files/ENCFF356LFX/, /files/ENCFF515BAD/	245993	ENCODE Processing Pipeline	413f13c0410fc33658215812da64cbab		https://www.encodeproject.org/files/ENCFF558UJR/@@download/ENCFF558UJR.bed.gz				released	s3://encode-public/2020/12/30/66321e4f-eef8-4b17-95fe-91ece51543fb/ENCFF558UJR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/30/66321e4f-eef8-4b17-95fe-91ece51543fb/ENCFF558UJR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF882MXU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR122LGV	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0002367	prostate gland	tissue	Homo sapiens										POLR2A-human	DNA						2017-04-04	ENCODE			450-650	1	1_1							/files/ENCFF558UJR/	496505	ENCODE Processing Pipeline	d91afe1ad608e8994a8f0fa1db8ed797		https://www.encodeproject.org/files/ENCFF882MXU/@@download/ENCFF882MXU.bigBed				released	s3://encode-public/2020/12/30/50c6faf4-61ed-4507-9768-e84b77a54a63/ENCFF882MXU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/30/50c6faf4-61ed-4507-9768-e84b77a54a63/ENCFF882MXU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF427DTQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR689LFJ	TF ChIP-seq	/human-donors/ENCDO448ZXP/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF513APM/, /files/ENCFF826QTN/	675452	ENCODE Processing Pipeline	e55e5057bd0512f2fcab0b879621080d		https://www.encodeproject.org/files/ENCFF427DTQ/@@download/ENCFF427DTQ.bed.gz				released	s3://encode-public/2021/06/23/78087f52-bf1b-4939-b982-c0779fe4eb70/ENCFF427DTQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/78087f52-bf1b-4939-b982-c0779fe4eb70/ENCFF427DTQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF359BHR	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR689LFJ	TF ChIP-seq	/human-donors/ENCDO448ZXP/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF427DTQ/	1452399	ENCODE Processing Pipeline	10802668aed58dbc1acda108d3f5c872		https://www.encodeproject.org/files/ENCFF359BHR/@@download/ENCFF359BHR.bigBed				released	s3://encode-public/2021/06/23/d25c7c03-1ed8-45d1-a050-b957b88eeec2/ENCFF359BHR.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/d25c7c03-1ed8-45d1-a050-b957b88eeec2/ENCFF359BHR.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF662EUG	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR452KYY	TF ChIP-seq	/human-donors/ENCDO999WDR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF306BLG/	678986	ENCODE Processing Pipeline	296cc486d147b77c4af0ae45a7f0656c		https://www.encodeproject.org/files/ENCFF662EUG/@@download/ENCFF662EUG.bigBed				released	s3://encode-public/2021/09/16/db233dee-bab4-4da0-8470-d4342f67877d/ENCFF662EUG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/db233dee-bab4-4da0-8470-d4342f67877d/ENCFF662EUG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF306BLG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR452KYY	TF ChIP-seq	/human-donors/ENCDO999WDR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF954MAS/, /files/ENCFF369WBB/, /files/ENCFF356LFX/	374988	ENCODE Processing Pipeline	f85135c1099f3c5faa3bf45afa6a6bbf		https://www.encodeproject.org/files/ENCFF306BLG/@@download/ENCFF306BLG.bed.gz				released	s3://encode-public/2021/09/16/c47d6e8f-561e-43d7-995a-5a31e3319d30/ENCFF306BLG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/c47d6e8f-561e-43d7-995a-5a31e3319d30/ENCFF306BLG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF409HJF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR252QYR	TF ChIP-seq	/human-donors/ENCDO222AAA/	CL:0000182	hepatocyte	in vitro differentiated cells	Homo sapiens										CTCF-human	DNA						2016-11-23	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1							/files/ENCFF437SWS/, /files/ENCFF356LFX/, /files/ENCFF506NTU/, /files/ENCFF809PJM/, /files/ENCFF881VGW/	795092	ENCODE Processing Pipeline	115b88f664cd1a1cec51bca0a7769ee4		https://www.encodeproject.org/files/ENCFF409HJF/@@download/ENCFF409HJF.bed.gz				released	s3://encode-public/2020/10/10/a4bc73c0-a332-40f9-b0af-9acf2f57e0db/ENCFF409HJF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/a4bc73c0-a332-40f9-b0af-9acf2f57e0db/ENCFF409HJF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking	poor library complexity	
